Categoria;HTO;Precursor_PT;Precursor_EN;WeakSignal;Report;Text
Tecnico;quebra de equipamento/pipe rupture;ruptura de tubulação;pipe rupture;recurring manual reset of safety valve (0.56);relatorio_investigacao_11-02-15.pdf;"Durante o incidente, foi executado o fechamento de válvulas na descarga da bomba de stripping, 
com a mesma ainda em operação."
Tecnico;equipamento mal calibrado/equipment breakdown;quebra de equipamento;equipment breakdown;recurring manual reset of safety valve (0.55);relatorio_investigacao_11-02-15.pdf;"Por sua 
vez, o certificado de isolamento mecânico referia-se ao fechamento das válvulas OP-079, OP-080, OP-
071, OP-069, OP-083, OP-084 e OP-085, todas na sucção e descarga da bomba de stripping, de forma 
a viabilizar a instalação da raquete."
Tecnico;vazamento de gás/miscalibrated equipment;equipamento mal calibrado;miscalibrated equipment;recurring manual reset of safety valve (0.54);relatorio_investigacao_11-02-15.pdf;"O procedimento de operação de equipamentos de carga, por sua vez, 
restringiu a implementação da salvaguarda ao monitoramento do posicionamento de válvulas e ainda 
trouxe a ressalva de que esse monitoramento seria realizado “quando possível”, exceção que não está 
condizente com a salvaguarda explicitada acima."
Tecnico;ruptura de tubulação/gas leak;vazamento de gás;gas leak;recurring manual reset of safety valve (0.53);relatorio_investigacao_11-02-15.pdf;"A inversão da válvula de retorno possibilitou o esvaziamento do tanque slop de bombordo 
por meio da linha de secagem de gás inerte no deck principal em sentido contrário ao planejado na 
MOC-CSM-091."
Tecnico;ruptura de tubulação/pipe rupture;ruptura de tubulação;pipe rupture;recurring manual reset of safety valve (0.53);relatorio_investigacao_11-02-15.pdf;"A inversão da válvula de retorno possibilitou o esvaziamento do tanque slop de bombordo 
por meio da linha de secagem de gás inerte no deck principal em sentido contrário ao planejado na 
MOC-CSM-091."
Tecnico;ruptura de tubulação/pipe rupture;ruptura de tubulação;pipe rupture;recurring manual reset of safety valve (0.53);relatorio_investigacao_11-02-15.pdf;"O sistema à jusante do cilindro de descarga da bomba de stripping possuía como única barreira 
uma válvula de segurança contra sobrepressão (PSV), barreira física que recirculava o fluido 
bombeado para a sucção da bomba, entretanto esta válvula não possuía uma rotina de calibração, o que 
tornou sua confiabilidade incerta."
Tecnico;falha hidráulica/pipe rupture;ruptura de tubulação;pipe rupture;recurring manual reset of safety valve (0.52);relatorio_investigacao_11-02-15.pdf;"Trata-se do laudo obtido para “Avaliação da falha em anel de vedação da válvula do 
tanque”, emitido em 21/10/201485."
Tecnico;equipamento mal calibrado/hydraulic failure;falha hidráulica;hydraulic failure;recurring manual reset of safety valve (0.52);relatorio_investigacao_11-02-15.pdf;"Trata-se do laudo obtido para “Avaliação da falha em anel de vedação da válvula do 
tanque”, emitido em 21/10/201485."
Tecnico;quebra de equipamento/miscalibrated equipment;equipamento mal calibrado;miscalibrated equipment;recurring manual reset of safety valve (0.52);relatorio_investigacao_11-02-15.pdf;"Trata-se do laudo obtido para “Avaliação da falha em anel de vedação da válvula do 
tanque”, emitido em 21/10/201485."
Tecnico;defeito crítico no sistema/equipment breakdown;quebra de equipamento;equipment breakdown;recurring manual reset of safety valve (0.52);relatorio_investigacao_11-02-15.pdf;"Trata-se do laudo obtido para “Avaliação da falha em anel de vedação da válvula do 
tanque”, emitido em 21/10/201485."
Tecnico;ruptura de tubulação/critical system defect;defeito crítico no sistema;critical system defect;recurring manual reset of safety valve (0.52);relatorio_investigacao_11-02-15.pdf;"Trata-se do laudo obtido para “Avaliação da falha em anel de vedação da válvula do 
tanque”, emitido em 21/10/201485."
Tecnico;quebra de equipamento/pipe rupture;ruptura de tubulação;pipe rupture;recurring manual reset of safety valve (0.52);relatorio_investigacao_11-02-15.pdf;"A conexão flangeada na qual foi instalada a raquete para o isolamento da válvula OP-068 foi o 
ponto de vazamento de condensado no presente acidente."
Tecnico;vazamento de gás/equipment breakdown;quebra de equipamento;equipment breakdown;recurring manual reset of safety valve (0.52);relatorio_investigacao_11-02-15.pdf;"A conexão flangeada na qual foi instalada a raquete para o isolamento da válvula OP-068 foi o 
ponto de vazamento de condensado no presente acidente."
Tecnico;equipamento mal calibrado/gas leak;vazamento de gás;gas leak;recurring manual reset of safety valve (0.52);relatorio_investigacao_11-02-15.pdf;"A conexão flangeada na qual foi instalada a raquete para o isolamento da válvula OP-068 foi o 
ponto de vazamento de condensado no presente acidente."
Tecnico;quebra de equipamento/miscalibrated equipment;equipamento mal calibrado;miscalibrated equipment;recurring manual reset of safety valve (0.51);relatorio_investigacao_11-02-15.pdf;"Causa raiz n° 26: Exposição da brigada / [14.4] Recursos de resposta não 
identificados 
Foi observado que, após terem sido tomadas ações com o objetivo de parar os equipamentos e 
realizar o fechamento das válvulas do sistema de movimentação de carga, a unidade não dispunha de 
sistemas e de procedimentos previamente estabelecidos para o controle e eliminação da atmosfera 
explosiva."
Tecnico;perda de contenção/equipment breakdown;quebra de equipamento;equipment breakdown;recurring manual reset of safety valve (0.51);relatorio_investigacao_11-02-15.pdf;"Causa raiz n° 26: Exposição da brigada / [14.4] Recursos de resposta não 
identificados 
Foi observado que, após terem sido tomadas ações com o objetivo de parar os equipamentos e 
realizar o fechamento das válvulas do sistema de movimentação de carga, a unidade não dispunha de 
sistemas e de procedimentos previamente estabelecidos para o controle e eliminação da atmosfera 
explosiva."
Tecnico;perda de contenção/loss of containment;perda de contenção;loss of containment;recurring manual reset of safety valve (0.51);relatorio_investigacao_11-02-15.pdf;"Causa raiz n° 26: Exposição da brigada / [14.4] Recursos de resposta não 
identificados 
Foi observado que, após terem sido tomadas ações com o objetivo de parar os equipamentos e 
realizar o fechamento das válvulas do sistema de movimentação de carga, a unidade não dispunha de 
sistemas e de procedimentos previamente estabelecidos para o controle e eliminação da atmosfera 
explosiva."
Tecnico;quebra de equipamento/loss of containment;perda de contenção;loss of containment;recurring manual reset of safety valve (0.51);relatorio_investigacao_11-02-15.pdf;"A instalação da raquete (método de isolamento positivo) em janeiro de 2014 em posição à 
montante da válvula OP-068, ou seja, no ponto de vazamento, contrariava o procedimento de 
isolamento mecânico, que previa o método de isolamento por duplo bloqueio e sangria para as linhas 
de fundo do sistema de transferência de carga."
Tecnico;equipamento mal calibrado/equipment breakdown;quebra de equipamento;equipment breakdown;recurring manual reset of safety valve (0.51);relatorio_investigacao_11-02-15.pdf;"Figura 86 – Isolamento (pós-acidente) em caixa de concreto em torno da raquete instalada para isolamento da 
válvula OP-068"
Tecnico;falha técnica/miscalibrated equipment;equipamento mal calibrado;miscalibrated equipment;safety checks performed superficially (0.51);relatorio_investigacao_11-02-15.pdf;"Dentre as ações que ainda estavam com status de “implementing”, duas merecem destaque, quais 
sejam: 
“Ação 17: Não foi possível evidenciar no sistema de gerenciamento dos 
documentos da BW Offshore, dentre a relação de procedimentos do FPSO CDSM, 
a identificação dos procedimentos que são críticos de Segurança Operacional, 
conforme descrito no Safety Case 384-HS-0501-RPT-015 Rev.0, de 12/12/08, item 
6.4 Safety Critical Tasks”"
Tecnico;equipamento mal calibrado/tecnical fault;falha técnica;tecnical fault;safety checks performed superficially (0.50);relatorio_investigacao_11-02-15.pdf;"Causa raiz n° 15: Informação de strokes da bomba não disponível no sistema 
supervisório / [10.2.1] Não atendimento a critérios de projeto 
Durante a investigação foi evidenciada a existência de um procedimento informal de partida e 
parada da bomba de stripping3."
Tecnico;perda de contenção/miscalibrated equipment;equipamento mal calibrado;miscalibrated equipment;safety checks performed superficially (0.50);relatorio_investigacao_11-02-15.pdf;"Nesse sentido, pôde-se constatar que o Operador da Instalação não identificou adequadamente, a 
partir dos estudos de segurança, normas e boas práticas de engenharia, os cenários acidentais para os 
quais deveria se preparar, estabelecendo procedimentos, recursos e simulados."
Tecnico;perda de contenção/loss of containment;perda de contenção;loss of containment;safety culture complacency (0.53);relatorio_investigacao_11-02-15.pdf;"A conduta de desmobilizar pontos de 
encontro fez com que as pessoas fossem expostas a riscos não contemplados pelo estudo para a 
definição de refúgios temporários223 e agissem em desacordo com proibições típicas para casos de 
situação de emergência, tal qual o uso de elevadores."
Tecnico;perda de contenção/loss of containment;perda de contenção;loss of containment;unauthorized access to hazardous zone (0.51);relatorio_investigacao_11-02-15.pdf;"A conduta de desmobilizar pontos de 
encontro fez com que as pessoas fossem expostas a riscos não contemplados pelo estudo para a 
definição de refúgios temporários223 e agissem em desacordo com proibições típicas para casos de 
situação de emergência, tal qual o uso de elevadores."
Tecnico;equipamento mal calibrado/loss of containment;perda de contenção;loss of containment;safety culture complacency (0.51);relatorio_investigacao_11-02-15.pdf;"Causa raiz n° 25: Falha na minimização da exposição de pessoas a riscos durante a 
resposta à emergência / [10.2.4] Não considerou a redução da exposição humana às 
conseqüências de eventuais falhas de sistemas e estruturas 
Como já mencionado, ao se identificar uma situação de emergência, as pessoas devem se dirigir 
para os seus respectivos pontos de encontro."
Tecnico;ruptura de tubulação/miscalibrated equipment;equipamento mal calibrado;miscalibrated equipment;shutdown aborted without justification (0.62);relatorio_investigacao_11-02-15.pdf;"A implementação das ações de shutdown recomendadas em boas práticas e previstas em 
documentos de projeto se mostrou incompleta, pois não foi previsto o desligamento total dos 
equipamentos da sala de bombas, uma vez que a bomba de stripping não foi contemplada."
Tecnico;ruptura de tubulação/pipe rupture;ruptura de tubulação;pipe rupture;small leak normalized (0.56);relatorio_investigacao_11-02-15.pdf;"Neste 
momento, o vazamento ocorria na forma de filete3 sobre uma poça de um líquido de cor escura de 
cerca de 2 metros quadrados no piso."
Tecnico;vazamento de gás/pipe rupture;ruptura de tubulação;pipe rupture;small leak normalized (0.54);relatorio_investigacao_11-02-15.pdf;"11:27:48 
Fechamento da descarga da bomba de stripping por meio do fechamento da válvula 
localizada na entrada do tanque de slop de bombordo."
Tecnico;quebra de equipamento/gas leak;vazamento de gás;gas leak;small leak normalized (0.54);relatorio_investigacao_11-02-15.pdf;"11:27:48 
Fechamento da descarga da bomba de stripping por meio do fechamento da válvula 
localizada na entrada do tanque de slop de bombordo."
Tecnico;falha hidráulica/equipment breakdown;quebra de equipamento;equipment breakdown;small leak normalized (0.54);relatorio_investigacao_11-02-15.pdf;"11:27:48 
Fechamento da descarga da bomba de stripping por meio do fechamento da válvula 
localizada na entrada do tanque de slop de bombordo."
Tecnico;ruptura de tubulação/hydraulic failure;falha hidráulica;hydraulic failure;small leak normalized (0.53);relatorio_investigacao_11-02-15.pdf;"10/12/2011 
BW identifica problemas nas válvulas do sistema de armazenamento, que 
apresentavam passagem interna de fluido mesmo quando fechadas."
Tecnico;vazamento de gás/pipe rupture;ruptura de tubulação;pipe rupture;small leak normalized (0.52);relatorio_investigacao_11-02-15.pdf;"11:26:41 
Diminuição de 32 para 10% de abertura da válvula de alimentação de vapor que 
movimenta a bomba de stripping."
Tecnico;ruptura de tubulação/gas leak;vazamento de gás;gas leak;small leak normalized (0.52);relatorio_investigacao_11-02-15.pdf;"11:26:41 
Diminuição de 32 para 10% de abertura da válvula de alimentação de vapor que 
movimenta a bomba de stripping."
Tecnico;quebra de equipamento/pipe rupture;ruptura de tubulação;pipe rupture;small leak normalized (0.51);relatorio_investigacao_11-02-15.pdf;Na tentativa de avaliar o problema, reparar a conexão pela qual havia vazamento e realizar a limpeza
Tecnico;falha técnica/equipment breakdown;quebra de equipamento;equipment breakdown;small leak normalized (0.51);relatorio_investigacao_11-02-15.pdf;Na tentativa de avaliar o problema, reparar a conexão pela qual havia vazamento e realizar a limpeza
Tecnico;pane elétrica/tecnical fault;falha técnica;tecnical fault;small leak normalized (0.51);relatorio_investigacao_11-02-15.pdf;Na tentativa de avaliar o problema, reparar a conexão pela qual havia vazamento e realizar a limpeza
Tecnico;perda de contenção/electrical fault;pane elétrica;electrical fault;small leak normalized (0.51);relatorio_investigacao_11-02-15.pdf;Na tentativa de avaliar o problema, reparar a conexão pela qual havia vazamento e realizar a limpeza
Tecnico;deterioração mecânica/loss of containment;perda de contenção;loss of containment;small leak normalized (0.51);relatorio_investigacao_11-02-15.pdf;"Fator Causal nº 5: Perda de contenção primária de condensado 
Nos sistemas onde há equipamentos que realizam trabalho sobre fluidos, tais como bombas e 
compressores, há a possibilidade de ocorrência de sobrepressão à jusante e por isso procedimentos e 
sistemas críticos são estabelecidos para que, havendo esta situação, barreiras de segurança impeçam a 
perda de contenção."
Tecnico;defeito crítico no sistema/mechanical degradation;deterioração mecânica;mechanical degradation;small leak normalized (0.51);relatorio_investigacao_11-02-15.pdf;"Fator Causal nº 5: Perda de contenção primária de condensado 
Nos sistemas onde há equipamentos que realizam trabalho sobre fluidos, tais como bombas e 
compressores, há a possibilidade de ocorrência de sobrepressão à jusante e por isso procedimentos e 
sistemas críticos são estabelecidos para que, havendo esta situação, barreiras de segurança impeçam a 
perda de contenção."
Tecnico;pressurização indevida/critical system defect;defeito crítico no sistema;critical system defect;small leak normalized (0.51);relatorio_investigacao_11-02-15.pdf;"Fator Causal nº 5: Perda de contenção primária de condensado 
Nos sistemas onde há equipamentos que realizam trabalho sobre fluidos, tais como bombas e 
compressores, há a possibilidade de ocorrência de sobrepressão à jusante e por isso procedimentos e 
sistemas críticos são estabelecidos para que, havendo esta situação, barreiras de segurança impeçam a 
perda de contenção."
Tecnico;equipamento mal calibrado/unintended pressurization;pressurização indevida;unintended pressurization;small leak normalized (0.51);relatorio_investigacao_11-02-15.pdf;"Fator Causal nº 5: Perda de contenção primária de condensado 
Nos sistemas onde há equipamentos que realizam trabalho sobre fluidos, tais como bombas e 
compressores, há a possibilidade de ocorrência de sobrepressão à jusante e por isso procedimentos e 
sistemas críticos são estabelecidos para que, havendo esta situação, barreiras de segurança impeçam a 
perda de contenção."
Tecnico;vazamento de gás/miscalibrated equipment;equipamento mal calibrado;miscalibrated equipment;small leak normalized (0.51);relatorio_investigacao_11-02-15.pdf;"Causa raiz n° 16: Falta de plano para inspeções, calibração e testes para garantir 
confiabilidade mínima para a válvula de segurança da bomba de stripping / [13.2.1] 
Falta de plano de inspeção, calibração e testes 
A pressão de abertura (set pressure) da válvula de segurança da bomba de stripping de projeto era 
de 16,5 kgf/cm2 g, indicada na folha de dados da bomba de stripping, conforme Figura 121 abaixo."
Tecnico;vazamento de gás/gas leak;vazamento de gás;gas leak;small leak normalized (0.51);relatorio_investigacao_11-02-15.pdf;"O vazamento de condensado foi supostamente ocasionado por este tipo 
de operação."
Tecnico;vazamento de gás/gas leak;vazamento de gás;gas leak;small leak normalized (0.51);relatorio_investigacao_11-02-15.pdf;"Durante a investigação foi evidenciado que a troca dos selos de vedação da válvula OP-068 não 
foi executada devido ao nível de líquido no interior do tanque de slop de bombordo superar a cota de 
elevação da válvula29."
Tecnico;ruptura de tubulação/gas leak;vazamento de gás;gas leak;small leak normalized (0.51);relatorio_investigacao_11-02-15.pdf;"11:30:33118 
Abertura da descarga da bomba de stripping por meio da abertura da válvula 
localizada na entrada do tanque de slop de bombordo."
Tecnico;defeito crítico no sistema/pipe rupture;ruptura de tubulação;pipe rupture;small leak normalized (0.51);relatorio_investigacao_11-02-15.pdf;"11:30:33118 
Abertura da descarga da bomba de stripping por meio da abertura da válvula 
localizada na entrada do tanque de slop de bombordo."
Tecnico;falha hidráulica/critical system defect;defeito crítico no sistema;critical system defect;small leak normalized (0.50);relatorio_investigacao_11-02-15.pdf;"Em 2014, após cerca de dois anos desde a primeira identificação dos problemas nas válvulas do 
sistema de armazenamento, que apresentavam passagem de fluidos mesmo quando em posição 
fechada, o problema já havia atingido grau avançado de degradação do sistema, tendo se tornado um 
problema generalizado nas válvulas do sistema de armazenamento."
Tecnico;perda de contenção/hydraulic failure;falha hidráulica;hydraulic failure;small leak normalized (0.50);relatorio_investigacao_11-02-15.pdf;"Em 2014, após cerca de dois anos desde a primeira identificação dos problemas nas válvulas do 
sistema de armazenamento, que apresentavam passagem de fluidos mesmo quando em posição 
fechada, o problema já havia atingido grau avançado de degradação do sistema, tendo se tornado um 
problema generalizado nas válvulas do sistema de armazenamento."
Tecnico;quebra de equipamento/loss of containment;perda de contenção;loss of containment;substandard housekeeping in critical areas (0.50);relatorio_investigacao_11-02-15.pdf;"Causa raiz n° 7: Ausência dos superintendentes de marinha / [16.2] Ausência do 
gerenciamento de mudança de pessoas .................................................................................... 186 
7.4.2."
Tecnico;equipamento mal calibrado/equipment breakdown;quebra de equipamento;equipment breakdown;unexpected noise from equipment (0.50);relatorio_investigacao_11-02-15.pdf;"No acidente em questão, a ruptura da antepara entre a casa de bombas e a praça de máquinas 
ocasionou a morte de um operador em seu ponto de encontro dentro da sala de controle da praça de 
máquinas (ECR)."
Tecnico;perda de contenção/miscalibrated equipment;equipamento mal calibrado;miscalibrated equipment;unexpected noise from equipment (0.50);relatorio_investigacao_11-02-15.pdf;"No acidente em questão, a ruptura da antepara entre a casa de bombas e a praça de máquinas 
ocasionou a morte de um operador em seu ponto de encontro dentro da sala de controle da praça de 
máquinas (ECR)."
Tecnico;defeito crítico no sistema/loss of containment;perda de contenção;loss of containment;unexpected system behavior observed (0.55);relatorio_investigacao_11-02-15.pdf;"[10.2.4] Não considerou a 
redução 
da 
exposição 
humana às conseqüências 
de eventuais falhas de 
sistemas e estruturas 
primário ser afetado."
Tecnico;falha de isolamento/critical system defect;defeito crítico no sistema;critical system defect;unexpected system behavior observed (0.55);relatorio_investigacao_11-02-15.pdf;"[10.2.4] Não considerou a 
redução 
da 
exposição 
humana às conseqüências 
de eventuais falhas de 
sistemas e estruturas 
primário ser afetado."
Tecnico;descumprimento de procedimento/insulation failure;falha de isolamento;insulation failure;unexpected system behavior observed (0.55);relatorio_investigacao_11-02-15.pdf;"[10.2.4] Não considerou a 
redução 
da 
exposição 
humana às conseqüências 
de eventuais falhas de 
sistemas e estruturas 
primário ser afetado."
Humano;descumprimento de procedimento/non compliance with procedure;descumprimento de procedimento;non compliance with procedure;incomplete job safety analysis (0.56);Relatorio_P-36.pdf;"A investigação realizada acerca do acidente da plataforma P-36 conduziu à identificação de 
não conformidades quanto a procedimentos regulamentares de operação, manutenção e 
projeto."
Humano;descumprimento de procedimento/non compliance with procedure;descumprimento de procedimento;non compliance with procedure;safety checks performed superficially (0.51);Relatorio_P-36.pdf;"A investigação realizada acerca do acidente da plataforma P-36 conduziu à identificação de 
não conformidades quanto a procedimentos regulamentares de operação, manutenção e 
projeto."
Humano;descumprimento de procedimento/non compliance with procedure;descumprimento de procedimento;non compliance with procedure;procedure not fully followed (0.53);Relatorio_P-36.pdf;"A operação acima relatada caracterizou-se como uma não conformidade crítica relativa a 
procedimentos regulamentares de operação e processo, constituindo-se em causa 
determinante do acidente."
Humano;descumprimento de procedimento/non compliance with procedure;descumprimento de procedimento;non compliance with procedure;safety checks performed superficially (0.57);Relatorio_P-36.pdf;"Revisão e aplicação do sistema de gestão de modo a assegurar estrita observância de 
procedimentos regulamentares , inclusive efetuando a revisão da definição de 
responsabilidades relativas à manutenção, operação e segurança."
Humano;descumprimento de procedimento/non compliance with procedure;descumprimento de procedimento;non compliance with procedure;procedural compliance variable (0.53);Relatorio_P-36.pdf;"Além disso, foram identificadas as seguintes não conformidades relativas a procedimentos 
regulamentares de operação e manutenção:"
Humano;manutenção preventiva/non compliance with procedure;descumprimento de procedimento;non compliance with procedure;safety checks performed superficially (0.54);Relatorio_P-36.pdf;"Foram também identificadas as seguintes não conformidades quanto a procedimentos 
regulamentares de operação e manutenção:"
Organizacional;falha na análise de risco/preventive maintenance issue;manutenção preventiva;preventive maintenance issue;operational limits repeatedly challenged (0.54);Relatorio_P-36.pdf;"A análise dos eventos marcantes relativos ao alagamento da plataforma conduziu à 
identificação de várias não conformidades quanto a procedimentos regulamentares de 
operação e manutenção, destacando-se a não observância de estanqueidade e 
compartimentagem em áreas críticas para a preservação da estabilidade da unidade."
Organizacional;falha na análise de risco/failure in risk assessment;falha na análise de risco;failure in risk assessment;recurrent alarm acknowledged without investigation (0.61);Relatorio_P-36.pdf;"A análise efetuada conduziu à identificação de não conformidade quanto a procedimentos 
regulamentares de resposta a emergências, particularmente no que tange a:"
Organizacional;falha na análise de risco/failure in risk assessment;falha na análise de risco;failure in risk assessment;incomplete job safety analysis (0.51);Relatorio_P-36.pdf;"A análise da documentação de engenharia disponível permitiu identificar como crítica a 
inadequação da classificação da área de risco em torno dos tanques de drenagem de 
emergência."
Organizacional;gestão de mudanças ineficaz/failure in risk assessment;falha na análise de risco;failure in risk assessment;hazard label unreadable (0.50);Relatorio_P-36.pdf;"A análise da documentação de engenharia disponível permitiu identificar como crítica a 
inadequação da classificação da área de risco em torno dos tanques de drenagem de 
emergência."
Organizacional;gestão de mudanças ineficaz/ineffective management of change;gestão de mudanças ineficaz;ineffective management of change;operational limits repeatedly challenged (0.56);Relatorio_P-36.pdf;"Além disso, a ineficácia das ações para conter o alagamento ou efetuar o desalagamento pode 
ser identificado como uma não conformidade relativa a procedimentos operacionais de controle 
de estabilidade em avaria."
Organizacional;sem inspeção/ineffective management of change;gestão de mudanças ineficaz;ineffective management of change;operational limits repeatedly challenged (0.54);Relatorio_P-36.pdf;"A ineficácia das medidas para conter o alagamento ou proceder ao desalagamento da coluna 
de popa boreste, após o rompimento do tanque de drenagem de emergência, demonstraram 
falhas no esquema operacional de controle de estabilidade de unidade flutuante, em condições 
de avaria."
Organizacional;falha na análise de risco/no inspection;sem inspeção;no inspection;routine inspections delayed (0.55);Relatorio_P-36.pdf;"Essa 
inspeção estava programada para ocorrer no dia seguinte."
Organizacional;falha de alarme/failure in risk assessment;falha na análise de risco;failure in risk assessment;safety checks performed superficially (0.52);Relatorio_P-36.pdf;"O exame desses fatores levou à classificação de alguns deles como críticos 
e determinantes, sendo o critério para essa classificação o de que a ausência de qualquer um 
deles interromperia a seqüência dos eventos que resultaram no desfecho verificado."
Tecnico;falha de alarme/alarm failure;falha de alarme;alarm failure;abnormal fluid temperature (0.51);Relatorio_P-36.pdf;"- 
- 
Alarme de alagamento em salas do flutuador de popa boreste, 
rompimento da linha de recalque de água salgada com despressurização 
do anel de incêndio, detecção do adernamento da plataforma e admissão 
deliberada de água de lastro nos tanques de proa bombordo."
Tecnico;ruptura de tubulação/alarm failure;falha de alarme;alarm failure;small leak normalized (0.51);Relatorio_P-36.pdf;"- 
- 
Alarme de alagamento em salas do flutuador de popa boreste, 
rompimento da linha de recalque de água salgada com despressurização 
do anel de incêndio, detecção do adernamento da plataforma e admissão 
deliberada de água de lastro nos tanques de proa bombordo."
Tecnico;ruptura de tubulação/pipe rupture;ruptura de tubulação;pipe rupture;abnormal fluid temperature (0.51);Relatorio_P-36.pdf;"- 
- 
Alarme de alagamento em salas do flutuador de popa boreste, 
rompimento da linha de recalque de água salgada com despressurização 
do anel de incêndio, detecção do adernamento da plataforma e admissão 
deliberada de água de lastro nos tanques de proa bombordo."
Tecnico;falha hidráulica/pipe rupture;ruptura de tubulação;pipe rupture;small leak normalized (0.51);Relatorio_P-36.pdf;"- 
- 
Alarme de alagamento em salas do flutuador de popa boreste, 
rompimento da linha de recalque de água salgada com despressurização 
do anel de incêndio, detecção do adernamento da plataforma e admissão 
deliberada de água de lastro nos tanques de proa bombordo."
Tecnico;vazamento de gás/hydraulic failure;falha hidráulica;hydraulic failure;abnormal fluid temperature (0.51);Relatorio_P-36.pdf;"A admissão de água de lastro em proa bombordo, efetuada por gravidade, só cessou quando 
os tanques estavam completamente cheios."
Tecnico;vazamento de gás/gas leak;vazamento de gás;gas leak;small leak normalized (0.53);Relatorio_P-36.pdf;"Data 
Hora 
Evento 
- 
- 
Transbordamento do vaso de dreno aberto com alimentação de água 
contaminada para os TDE's e presença de grande volume de água nos 
TDE's de bombordo e boreste."
Tecnico;falha de alarme/gas leak;vazamento de gás;gas leak;abnormal fluid temperature (0.50);Relatorio_P-36.pdf;"Data 
Hora 
Evento 
- 
- 
Transbordamento do vaso de dreno aberto com alimentação de água 
contaminada para os TDE's e presença de grande volume de água nos 
TDE's de bombordo e boreste."
Tecnico;falha de alarme/alarm failure;falha de alarme;alarm failure;multiple alarms triggered (0.56);Relatorio_P-36.pdf;"Cabe ressaltar que o sistema de ventilação da coluna foi automaticamente interrompido devido 
ao alarme de gás no convés principal."
Tecnico;equipamento mal calibrado/alarm failure;falha de alarme;alarm failure;alarm deactivated by habit (0.52);Relatorio_P-36.pdf;"Cabe ressaltar que o sistema de ventilação da coluna foi automaticamente interrompido devido 
ao alarme de gás no convés principal."
Tecnico;defeito crítico no sistema/miscalibrated equipment;equipamento mal calibrado;miscalibrated equipment;operational limits repeatedly challenged (0.54);Relatorio_P-36.pdf;"A análise dos eventos marcantes relativos ao alagamento da plataforma conduziu à 
identificação de várias não conformidades quanto a procedimentos regulamentares de 
operação e manutenção, destacando-se a não observância de estanqueidade e 
compartimentagem em áreas críticas para a preservação da estabilidade da unidade."
Tecnico;falha hidráulica/critical system defect;defeito crítico no sistema;critical system defect;operational limits repeatedly challenged (0.54);Relatorio_P-36.pdf;"A análise dos eventos marcantes relativos ao alagamento da plataforma conduziu à 
identificação de várias não conformidades quanto a procedimentos regulamentares de 
operação e manutenção, destacando-se a não observância de estanqueidade e 
compartimentagem em áreas críticas para a preservação da estabilidade da unidade."
Tecnico;equipamento mal calibrado/hydraulic failure;falha hidráulica;hydraulic failure;equipment not fully isolated (0.51);Relatorio_P-36.pdf;"• 
falha no funcionamento dos dampers do sistema de ventilação da coluna, decorrente 
de defeito em seus atuadores eletro-hidráulicos;  
• 
elipses de acesso ao tanque de lastro de popa boreste e à caixa de estabilidade 
contígua mantidas abertas por tempo além do necessário à realização de inspeção e 
reparo, alterando a compartimentagem da plataforma considerada nos estudos de 
estabilidade intacta e em avaria, contrariando os procedimentos do Manual de 
Operação – Item Casco e Estrutura – Estanqueidade à água;"
Tecnico;vazamento de gás/miscalibrated equipment;equipamento mal calibrado;miscalibrated equipment;equipment not fully isolated (0.51);Relatorio_P-36.pdf;"• 
falha no funcionamento dos dampers do sistema de ventilação da coluna, decorrente 
de defeito em seus atuadores eletro-hidráulicos;  
• 
elipses de acesso ao tanque de lastro de popa boreste e à caixa de estabilidade 
contígua mantidas abertas por tempo além do necessário à realização de inspeção e 
reparo, alterando a compartimentagem da plataforma considerada nos estudos de 
estabilidade intacta e em avaria, contrariando os procedimentos do Manual de 
Operação – Item Casco e Estrutura – Estanqueidade à água;"
Tecnico;vazamento de gás/gas leak;vazamento de gás;gas leak;gas detector offline during activity (0.61);Relatorio_P-36.pdf;"A liberação de gás foi 
confirmada instantes após a ""primeira explosão"" pela detecção de gás em duas tomadas de ar 
de ventilação, uma para a coluna de popa boreste e outra para a área interna do convés do 
tank top e em outros sensores localizados no convés principal."
Tecnico;vazamento de gás/gas leak;vazamento de gás;gas leak;gas smell dismissed as residual (0.54);Relatorio_P-36.pdf;"A liberação de gás foi 
confirmada instantes após a ""primeira explosão"" pela detecção de gás em duas tomadas de ar 
de ventilação, uma para a coluna de popa boreste e outra para a área interna do convés do 
tank top e em outros sensores localizados no convés principal."
Tecnico;vazamento de gás/gas leak;vazamento de gás;gas leak;gas detector offline during activity (0.61);Relatorio_P-36.pdf;"O gás liberado do tanque atingiu a área interna do convés do tank top e do convés principal 
através do sistema de ventilação da coluna e das linhas rompidas dos suspiros dos tanques 
localizados abaixo do quarto nível, ativando os sensores de gás."
Tecnico;equipamento mal calibrado/gas leak;vazamento de gás;gas leak;gas detector offline during activity (0.52);Relatorio_P-36.pdf;"A abertura dessa escotilha permitiu o escapamento de gás para os conveses superiores 
pelo interior da coluna."
Tecnico;equipamento mal calibrado/miscalibrated equipment;equipamento mal calibrado;miscalibrated equipment;incomplete job safety analysis (0.56);Relatorio_P-36.pdf;"A investigação realizada acerca do acidente da plataforma P-36 conduziu à identificação de 
não conformidades quanto a procedimentos regulamentares de operação, manutenção e 
projeto."
